village_id,slug,name,country,lat,lng,execution_title,killing_sites_count,kind_of_place,memorials,period_of_occupation,number_of_victims,other_metadata,witness_interview,historical_note,holocaust_by_bullets,portal_url
1008,m-r-ndeni-f-le-ti-moldova,Mărăndeni,Moldova,47.399792,27.494270,Execution of Jews in Mărăndeni,1 Killing site(s),Ravine,No,1941-1944,At least two,,"Cosacu A., born in 1924: “Two Jews were shot in the village when the Germans and Romanians arrived here. Sometime later, their families, as well as other Jewish families from Mărăndeni were gathered in one of the local houses. From there, they were taken to the camp established in the village nearby. I would go there almost every day with some food to barter with Jews. My mother would give me bread and cheese which I exchanged for different things, mostly clothes. We would exchange items through the fence. The gendarmes who were guarding the camp didn’t say anything. The Jews would take the food and share it with their families in the camp. Sometimes, they had nothing to give me in exchange, but I would leave them food anyway.” (Eyewitness N°192M, interviewed in Mărăndeni, on November 25, 2014)","Mărăndeni is a village in Fălești District in northern Moldova. Before the outbreak of WWII, there were several dozen Jewish families living in the village. They were mainly merchants. They would buy different products in the nearby towns and villages and sell them in Mărăndeni. They lived in one of the village neighborhoods. The relations between Jewish and non-Jewish residents of Mărăndeni were described by the witnesses as good. Every Tuesday, there was a big market in Bălți, located about 20km from Mărăndeni. Cosacu A., born in 1924 remembers that Jews from the entire district would go there to trade. Jews from Mărăndeni would sell mainly clothes and textiles at the Bălți market.","When the occupation started, soldiers of the 6th Romanian Infantry Regiment arrived in the village. On July 7, 1941 they shot two Jewish men from Mărăndeni in a ravine on the outskirts of the village. Before the shooting, the two men had to dig their own graves. They remain there today. There is no memorial or marker for their grave. According to Cosacu A., born in 1924, sometime after this shooting, a camp for Jews was created not far from the village. According to Soviet archives, dozens of Jews from Fundurii Vechi were transferred to the transit camp in Răuţel, established in July 1941, located about 7km from Mărăndeni. Jewish families from Mărăndeni were rounded up and gathered in one of the local houses. From there, they were all brought to Răuţel transit camp. The camp was in the forest and surrounded by a barbed wire fence over two meters high. It was guarded by Romanian gendarmes. Peasants from Mărăndeni would go to the camp to barter with their Jewish neighbors. They would give them food in exchange for different goods. The camp existed for several months. In September, 3,436 Jews from Răuţel transit camp were deported to another camp, in Mărculești near Fălești. On September 10th, 1941, General Topor gave the order to deport Jews from Mărculești to Transnistria. Deportations began at the end of October and lasted until November 10th, 1941. Jewish houses and shops were looted by local peasants once the Jews were taken from Mărăndeni. For more information about the fate of the Jews from Răuţel transit camp please refer to the profile of Răuţel",http://www.yahadmap.org/en/m-r-ndeni-f-le-ti-moldova/village-1008
1009,isacova-orhei-moldova,Isacova,Moldova,47.221401,28.434660,Execution of Jews in Isacova,1 Killing site(s),Courtyard of a local house,No,1941-1944,60,,"Trofim C., born in 1931: “About twelve Jewish families lived in Isacova before the war. The Jews were mainly traders, almost every family owned a store. Their shops and houses were located in the center of the village. I remember my Jewish neighbors: Hanna, Fiega and Moishe. Moishe had a store, but he was also a farmer. He had his own piece of land and some livestock. When the occupation started, the Germans and Romanians arrived in Isacova, while the town of Orhei was still occupied by Russians. The local Jews were afraid of the German and Romanian soldiers. About a week after their arrival, they started to massacre the Jews (…)” (Witness N°193M, interviewed in Isacova, on November 25, 2014]","Isacova is an old village in Orhei County, located 50km north of Chisinau. According to the locals, the village was a Jewish agricultural colony. Before the outbreak of the WWII, the village was mostly inhabited by Moldovans. According to local testimonies, there were also about twelve Jewish families living in Isacova (about sixty people) as well as about ten sedentary Roma families. The Jews from the village were mainly traders. They occupied the center of the village, where they owned many shops. Trofim C, born in 1931, remembers that Jewish children would go to the same school as Moldovan children. There was no synagogue in the village. The Jews from Isacova most probably went to one of the synagogues in Orhei, located about 13km from Isacova. The synagogues in Orhei, already in the early 1900’s, served over 7.000 Jews living in the city (668 Jews) and surrounding area. In Orhei, there was also a Jewish cemetery, a very important place for the Jewish community of the district. The first burials probably occurred in the first half of the 18th century, making it one of the oldest Jewish cemeteries in the area.","Romanian and German soldiers arrived in Isacova in July, 1941. About a week after their arrival in the village, they started to massacre the Jews. About sixty Jewish inhabitants were forced to dig a large pit at the edge of the village by the occupiers, where they were duly executed. According to Trofim C., born in 1931, some of the Jews, trying to avoid the killing, had hidden in one of the houses that belonged to “the oldest Jewish man from the village”. The perpetrators found them and shot them on the spot. Among the victims, there were men, women and children. The bodies of the Jews were buried in the courtyard of the house after the shooting. In 1944, when the Russians arrived, the bodies of Jewish victims from Isacova were exhumed from both mass graves and reburied at the Jewish cemetery in Orhei. Today, both execution sites remain without any memorial.",http://www.yahadmap.org/en/isacova-orhei-moldova/village-1009
1016,wielkie-oczy-subcarpathian-voivodeship-poland,Wielkie Oczy,Poland,50.019699,23.094870,Execution of Jews in Wielkie Oczy,2 Killing site(s),Jewish cemetery,Yes,1941-1944,At least 41,,"Lucyna B.; born in 1929, recalls: ""The Jews from Wielkie Oczy were gathered together on the market place. Local farmers were requisitioned with their carts to transport them to Krakowiec and Jaworow ghettos. Later, the Jews who were caught outside of the ghettos were shot in small groups on the Jewish cemetery in Wielkie Oczy. First, they had to dig their own grave and then, they were shot by a German. We could observe the executions through the wooden fence of a nearby property but when we heard a noise of the gunshots, we ran away (…)” (Eyewitness N°392, interviewed in Wielkie Oczy, on December 06, 2014)","Wielkie Oczy is a town in Lubaczow County, Subcarpathian Voivodeship, in southeastern Poland, close to the border with Ukraine. The Jews lived in Wielkie Oczy from the turn of the 17th-18th century. In 1880, there were 996 Jews in the town (50,4% of the whole population). They had two brick synagogues, a cemetery and five cheders. They were mainly traders and artisans: shoemakers, haidressers, etc. In 1921, there were 487 Jews living in Wielkie Oczy. This decrease in the population was caused by World War I as well as by the cholera epidemic in 1915. In 1927, a branch of the Zionist Organisation was set up in the town. In September 1939, the town was in the Soviet occupation zone.","The Germans occupied Wielkie Oczy in August 1941. The Jewish council (Judenrat) was established. On the June 10, 168 Jews from Wielkie Oczy were displaced to the Krakowiec ghetto and 274 to the Jaworow ghetto. The old synagogue was dismantled and the Jewish cemetery was devastated. In December 1942, the Jews from the Krakowiec ghetto were taken to the Jaworow ghetto and four months later, on April 16, 1943, they were killed by Nazis. Some of them managed to escape and hide in nearby forests but many were caught and executed. According to the Polish archives, at least 41 Jews were shot at the Jewish cemetery in Wielkie Oczy by the German and Ukrainian Police over the course of several executions that took place mainly in 1943 and 1944.",http://www.yahadmap.org/en/wielkie-oczy-subcarpathian-voivodeship-poland/village-1016
1017,oleszyce-subcarpathian-voivodeship-poland,Oleszyce,Poland,50.099529,23.018909,Execution of Jews in Oleszyce,1 Killing site(s),Jewish cemetery,No,1941-1944,127,,"Stanislawa B., born in 1924, recalls: “A few days after their arrival, the Germans took all the books and valuables from the synagogue and put them on the street. They poured oil all over them and set them on fire. They gathered together many Jews there, mainly very poor people: men, women and children. The Jews had to run around the fire and jump above it. One little boy didn’t want to jump, he was scared. I saw him, I was standing nearby. He started to flee. The Ukrainian policeman caught him and he hit that little boy in the back with his gun. The Jewish boy fell down. Later, I saw a bloody mark on that spot. We were standing there, helpless, we couldn’t do anything (…)” (Eyewitness n°394, interviewed in Oleszyce, on December 07, 2014)","Oleszyce is a small town in the Subcarpathian Voivodeship in Poland. The town’s owner, Hieronim Sieniawski, supported Jewish settlement in his town, so Jews had lived in Oleszyce since 1576. We know from the evidence from 1643 that the Jews from Oleszyce had a cheddar, cemetery, synagogue and beth midrash. In 1921, there were 2,917 citizens living in Oleszyce, including 1,590 Jews who made up 55% of the whole population. According to one of our witnesses, Stanislawa B., born in 1924, the Jews lived mainly in the center of Oleszyce and Poles and Ukrainians lived in the suburbs. Stanislawa recalls that the Jews from Oleszyce were mainly traders and artisans: shoemakers, tailors, carpenters or hairdressers.","In September 1939, the Germans invaded Poland and arrived in Oleszyce. After their brief occupation, Oleszyce was under Soviet occupation from 1939 till 1941. The Germans reoccupied Oleszyce and its surroundings in June 1941. According to witnesses interviewed by Yahad – In Unum, before setting the synagogue on fire, the Germans forced the Jews to burn all the books from the synagogue. Kazimiera R., born in 1925, remembers the Jews dancing around the fire and singing, forced by the Germans. In November 1942, the Germans displaced more than 2.000 Jews from Oleszyce to the Lubaczow ghetto, established on October 8, 1942. According to one source, about 1.000 of these Jews were sent to the Belzec death camp before the end of November. After the liquidation of the Lubaczow ghetto in January 1943, many Jews ran away and went into hiding in Oleszyce and its surroundings. They were hunted down by Ukrainian policemen, who shot them in the local Jewish cemetery. According to the Polish archives, from January until March 1943, more than 127 Jews from Oleszyce and neighboring villages were executed in the Jewish cemetery in Oleszyce.",http://www.yahadmap.org/en/oleszyce-subcarpathian-voivodeship-poland/village-1017
1026,przemy-l-subcarpathian-voivodeship-poland,Przemyśl,Poland,49.461010,22.470819,Destruction of Jews in Przemyśl,1 Killing site(s),Jewish cemetery,Yes,1939-1944,"Over 3,000",,"YIU Witness N°415P, born in 1934: “I was born in Ukraine, but my family and I moved to Przemyśl when I was six years old. At that time, the town was already divided between the Germans and the Soviets. We ended up living on the German-occupied side. There was a ghetto in Przemyśl. I used to walk near it and could see inside, and once, I even went in. I had to be careful, because it was guarded by Germans. Anyone caught entering the ghetto illegally was hanged. One day, I saw two men hanging on the gallows. Their bodies remained there for several days. Between them, a dog had also been hanged. The Germans wanted to send a message, that Jews, and anyone who disobeyed their rules, were worth no more than a dog. A guard stationed by the bodies forced passersby to look at the corpses. Many mass shootings took place in Przemyśl during the German occupation, often on a vacant field near the Jewish cemetery. I witnessed one of these executions while on my way to visit my grandfather, who lived about 3 km farther on. Jews—both men and women—were brought to the site in three covered trucks. A long pit had already been prepared. The victims were taken off the trucks, led to the edge of the pit in groups, and shot with a machine gun. Each new group was forced to approach the pit, partially covering the bodies of those already killed, before being murdered in the same way.” (Witness N°YIU415P, interviewed in Przemyśl, on December 16, 2014)","Przemyśl is a city in southeastern Poland, located approximately 220 km (137 miles) east-southeast of Kraków. The first recorded mention of Jews in Przemyśl is also the earliest documented reference to a Jewish community in Poland, noting Jewish settlement as early as 1018. Over time, the Przemyśl kahal became one of the largest and most important Jewish communities in the former Ruthenian province. The legal basis for Jewish settlement in Przemyśl was the privilege granted by King Casimir the Great in 1367, which applied to Jews in Ruthenia and Lesser Poland. As a German-speaking population, Jews were settled outside the city walls, in the northeastern part of Przemyśl. There, they established a large district with its own hospital, synagogue, bathhouse, kosher slaughterhouse, matzah bakery, and kahal house, where court sessions were held. In 1900, the Jewish community numbered 17,321 members, making it the largest in the region corresponding to today’s Podkarpackie Province, and the fifth largest in all of Galicia. The community supported a wide range of institutions, including three religious schools, several philanthropic foundations, a hospital, and others. By 1910, Jews made up about 30% of the city’s 54,000 residents, with 16,000 identifying as Jewish. By 1931, the population was composed of 49% Poles, 34% Jews, and 16% Ukrainians, making Jews the second-largest ethnic group in the city after Poles. There were two Jewish cemeteries in Przemyśl: the old cemetery from the 16th century, and the new cemetery, established in 1822. The Jewish community and its associations maintained eight synagogues: the Old Synagogue (1590) on Żydowska Street in the city center; the synagogue in Zasanie; the Tempel Synagogue; the synagogue on Słowackiego Street (known as Scheinbach’s Synagogue); and others on Unii Brzeskiej, Serbińska (two locations), and Wałowa streets. The Jewish population of Przemyśl was largely composed of traders and artisans. In 1939, the local Traders’ Association had over 500 members, and the Jewish Craftsmen’s Association had about 250. YIU’s witness Leszek W., born in 1930, recalled the city’s rabbi as a middle-aged man who lived with his wife and family in Leszek’s neighborhood. According to him, Jews had generally good relations with their Polish and Ukrainian neighbors. When Leszek was born, the rabbi gifted his parents a silver cutlery set and porcelain plates monogrammed with Leszek’s initials, in honor of their firstborn son. On the eve of the Second World War, approximately 20,000 Jews lived in Przemyśl, with another 4,000 in the surrounding area.","At the start of World War II, Przemyśl was divided by the San River: the left bank came under German control, and the right under Soviet occupation. On September 16, 1939, after German forces entered the city, the Einsatzgruppe zur besonderen Verwendung carried out the first killings of Jews. Jewish men, particularly community leaders, were rounded up and shot in pits outside the city. By the end of September, the Germans expelled the Jewish population from their zone, forcing them into Soviet-held territory. Around 70 Jews who remained were confined in two buildings and later killed by the Germans in June 1942 in the village of Kuńkowce. Following the German invasion of the Soviet Union on June 22, 1941, all of Przemyśl fell under German occupation by June 28. On November 1, 1941, the city’s two districts were unified administratively. That summer, a Judenrat (Jewish Council) was established, and Jews were forced to relocate to the Garbarza district, which became the designated Jewish area. On July 16, 1942, the Przemyśl ghetto was officially established and progressively sealed. By the end of June 1942, around 5,000 Jews from surrounding towns—including Bircza, Krzywcza, and Dynów—had been resettled in the ghetto, while a number of Jews living in the vicinity were killed. It is estimated that by the summer of 1942, around 22,000 Jews had been relocated to the ghetto, and a total of approximately 24,000 passed through it during its existence. Beginning in the spring of 1942, the Gestapo conducted numerous mass killings of Jews at the cemetery on Słowacki Street. In mid-June, the Judenrat was ordered to provide a list of 1,000 able-bodied young Jews, who were arrested and sent to the Janowska Street camp in Lwów. In July, several hundred elderly, sick, and disabled Jews were murdered by the Sipo in the forest near Grochowce. The first deportation Aktion in Przemyśl began on July 25, 1942, when the ghetto was surrounded by Police Battalion 307. Two days later, 3,850 Jews were deported to the Bełżec extermination camp. That same day, Judenrat chairman Dr. Duldig and his deputy Rechter were murdered. Further deportations followed on July 31 and August 3, during which an additional 6,000 Jews were sent to Bełżec. During this period, Jewish converts to Christianity and Jewish hospital patients were murdered in the city. The second deportation Aktion, known as “Aktion Judenrein,” began on November 17, 1942, when the Gestapo and Schutzpolizei surrounded the ghetto and, the next day, deported another 4,000 Jews to Bełżec. After this second wave of deportations, the ghetto was divided: “Ghetto A” held around 800 Jews deemed fit for labor, while “Ghetto B” housed approximately 4,000 “nonproductive” individuals. On September 2–3, 1943, the final liquidation of Ghetto B took place, and around 3,500 Jews were deported to Auschwitz II-Birkenau. On September 4, 1943, another 100 Jews were sent to the Szebnie labor camp. On September 11, 1943, 1,580 Jews who had come out of hiding were shot by the Sipo in an Aktion known as the “Turnhalle Aktion.” Between November 28, 1943, and February 2, 1944, approximately 1,000 Jews remaining in the former Ghetto A were either shot or transferred to labor camps or to Auschwitz II-Birkenau. By February 1944, the ghetto was completely dismantled, and Przemyśl was declared judenrein. Most of the remaining Jews hiding in bunkers were later discovered and murdered. In April 1944, before withdrawing from the city, the Germans burned the corpses buried in the Jewish cemetery and in a mass grave on Mikołaja Street. The exhumation and incineration of the bodies—part of Operation 1005—was carried out by Soviet POWs, who were later also shot and burned by the Germans. The Holocaust ended over a thousand years of Jewish presence in Przemyśl. Many Poles and Ukrainians who tried to help Jews were killed—often betrayed by neighbors, acquaintances, or family members. Postwar investigations documented the deaths of 568 local Christians for aiding Jews. In 1969, Karl Reisner, the Sipo commander responsible for mass shootings, including those in Grochowce, was sentenced to life imprisonment by a German court.",http://www.yahadmap.org/en/przemy-l-subcarpathian-voivodeship-poland/village-1026
1027,cr-sn-eni-krasnasheny-telene-ti-moldova,Crăsnășeni (Krasnasheny),Moldova,47.264679,28.237740,Execution of Jews in Crăsnășeni,1 Killing site(s),Animal remains pit,No,1941-1944,52,,"Vasile P., born in 1928: “At the arrival of the Romanian soldiers in the village, all the local Jews, about fifty people, were gathered in a private house that belonged to a Jewish man called Itzik Grimberg . Then, in groups of three people, they were taken to the basement of that very house where they were shot. After the execution, villagers with carts were requisitioned to transport the bodies of the victims to the cemetery for animals that was located at the outskirts of the village. The Jews were buried there.” (Witness N°196M, interviewed in Orhei, on March 7, 2015)","Crăsnășeni is a village in Telenești District in central Moldova. Before the outbreak of the WWII, there were Moldovans, Gypsies and Jews living in the village. Some Jews owned land and worked there. Others had stores. There was no synagogue in Crăsnășeni. The Jewish and non-Jewish children attended the same local school.","The German-Romanian troops arrived in Crăsnășeni around July 20, 1941. Right away, they started to gather the local Jewish population in one of the private houses that belonged to a Jewish man Mr. Grimberg. In total, the Romanians managed to gather 52 men, women and children. Then, in groups of three people, the Romanian gendarmes would take the Jews to the basement of that very house and shoot them. According to YIU’s witness Vera A., born in 1925, Mr. Grimberg managed to escape during the gathering of Jews, but his wife, four daughters and a son were all captured and killed in that execution. According to the Soviet archives, Mr. Grimberg was eventually caught and also killed by a few inhabitants of Crăsnășeni. The bodies of the victims were transported from the basement to the local cemetery for animals by night with three carts driven by requisitioned villagers. They were buried in a mass grave at the outskirts of the village. According to Vera A., the victims’ bodies were exhumed after the occupation and reburied in another place. The mass grave of 52 Jews killed on July 20, 1941 remains unmarked.",http://www.yahadmap.org/en/cr-sn-eni-krasnasheny-telene-ti-moldova/village-1027
1028,hirova-guirovo-c-l-ra-i-moldova,Hirova (Guirovo),Moldova,47.239632,28.165939,Execution of Jews in Hirova,1 Killing site(s),Field,No,1941-1944,At least 70,,"Jacob G., born in 1935: “The Jews from Hirova were shot by several villagers in a nearby forest. One day, they were all gathered in a local house that belonged to a Jewish man called Louzer. My father knew him very well, they worked together.   Shortly before the shooting, Mr. Louzer came to ask my father for shelter for his wife and children. My father agreed but he hid them only for one night after which he told Mr. Louzer that he can’t risk his family’s life anymore. Mr. Louzer understood him and left with his family. Then, all the Jews were shot in the forest (…) Another shooting of Jews took place in the anti-tank trench near Hirova village. The day of that shooting, I was passing with my mother on a cart by the road in the direction of Hirova. That’s when I saw the bodies of about sixty Jews in the anti-tank trench located not far from the road. The Jews were already dead. They were brought there from the village of Onișcani: men, women and children.” (Witness N°202Mo, interviewed in Hirova, on March 9, 2015)","Hirova is a village in Călărași District located in central Moldova. Before the outbreak of WWII, there were Moldovans, Roma and Jews living in the village. The latter were merchants and shop owners. They lived in the village center. The Jewish and non-Jewish children went to the same school. There was no synagogue in the village. Hirova is located about 7km from Onișcani. In 1930, there were 89 Jews living in Onișcani out of a total of 2,296 of inhabitants.","According to Moldovan archives, two mass executions of Jews from Hirova were carried out on July 29-31, 1941. On July 27, 1941 the permission was given to the local population by Romanian militaries to organize the pogrom of Jews. The inhabitants of the village started to gather and beat up the Jews and loot their properties. All the Jews were caught and locked up in one of the local houses. The Romanian gendarmes arrived in Hirova on July 29 or 30, 1941 and they carried out two mass executions of Hirova Jews. In the first one that took place the day of their arrival, they shot 30-40 Jewish men. On the next day, they shot about 50-60 women and children. Both executions took place in a nearby forest located about 4km from Hirova. Unfortunately, YIU’s team didn’t manage to locate the mass grave of the Jewish victims from Hirova. According to Iacob G., born in 1935, another mass execution took place near the village of Hirova in July, 1941. The Romanian troops arrived to Onișcani, a village located about 7km from Hirova, in July, 1941. Some of the local Jews had left the village and fled eastward before their arrival. Right away, the Romanian gendarmes started to gather the remaining Jews, mainly elderly people and families with children, altogether with some Jews from different villages who found themselves in Onișcani at that moment. According to available sources, there were several Jews from the village of Hîrbovǎt among the victims. The Jews were shot by the Romanian gendarmes in the anti-tank trenches located a few kilometers from Onișcani, not far from the village of Hirova. According to YIU’s witness Iacob G., among the victims there were men, women and children. No memorial marks the mass grave of the Jews from Onișcani. After the execution, the Jewish houses and belongings were looted by the villagers from Onișcani.",http://www.yahadmap.org/en/hirova-guirovo-c-l-ra-i-moldova/village-1028
1029,lipcani-briceni-moldova,Lipcani,Moldova,48.168060,26.485279,Execution of Jews in Lipcani,1 Killing site(s),Field,No,1941-1944,83,,"Nadezhda D., born in 1938: “The local Jews were arrested when the German and Romanian soldiers arrived. Young Jews managed to flee and hide but middle aged Jews, as well as women with children, were rounded up and taken to the place where the mill known as “Kent” used to be. There was a water basin there, like a pool. The Germans put the Jews inside and started to pour water on them. I was walking by the site with my mother and we saw women carrying their babies and holding up in the air, above their heads, to save them from drowning. But it was impossible because the water from the pipe was flowing and flowing… There were quite a lot of women there, we could hear them screaming and crying. They all drowned but I don’t know here they were buried”.  (Witness N°204, interviewed in Lipcani, on March 10th 2015)","Lipcani is a town in the Briceni District in Bessarabia region of northern Moldova, just a few kilometers from Ukrainian border. In the 1930s, Lipcani was mainly inhabited by Jews who lived in the central part of the town. Before the outbreak of the Second World War, there were 4,698 Jews living in the town, representing about 80% of the total population. The Jews from Lipcani were mainly merchants and craftsmen: tailors, shoemakers, etc. There were about twenty synagogues in town, each for a different guild. Those from different trade groups were located in the suburbs of town. The wealthiest Jews went to the Great Synagogue located in the center of the town. This was destroyed during the war. The Jewish community also had several cheders and a cemetery which exists today.","The town of Lipcani was bombed by the Luftwaffe on June 22nd 1941. The bombing caused many casualties among Jewish and non-Jewish inhabitants of the town. A large number of wealthiest Jews tried to flee eastward with the retreating Soviet army, but many of them were caught and killed by Romanian soldiers after they had crossed the Dniester river. When the German-Romanian troops arrived in Lipcani at the very beginning of July 1941, they started to persecute the remaining Jews. According to Soviet archives, around 30 people were shot that day, many others were beaten up and Jewish properties were robbed. On July 2-3 1941, the rest of the Jewish population of Lipcani (about 5.000 individuals) was rounded up. Many of them were transferred to the village of Briceni, located 28km northeast of Lipcani, where, the next day, they were put in a large column and taken to Ukraine, in the direction of Mohyliv-Podilskyi. On the way, they stopped in the village of Otaci (Ocnița region) from which they were taken to Yampil in the Vinnytsia region. From Yampil, the Jews were transferred to the Rubleniţa forest in Soroca District where they spent about ten days without eating or drinking. 20-30 people died there daily from hunger and exhaustion, many others were killed by Romanian gendarmes during the march. The bodies of the victims were buried in the Rubleniţa forest. The remaining Jews were taken from the forest to a camp in Sokyriany where they spent about six weeks. After that, about 200 Jewish survivors from Lipcani were gathered again and led out of Sokyriany. About 5km further, elderly and weaker people who were unable to walk were put on carts, taken to mass graves and shot with machine-guns. The Lipcani Jews who were not transferred to Briceni were taken to the local public mill warehouse where they were locked up for eight day without food or water. On the ninth day, they were taken to the gendarmerie post office where an order was given to beat them up and bring them to Edineț, located more than 50km from Lipcani. During the death march, many of them died from hunger or exhaustion or were killed by the soldiers and gendarmes who were escorting them. From Edineț, the survivors were deported to different camps in Ukraine in which most of them perished during the Holocaust. Those were not the only atrocities committed on Jewish community from Lipcani by the German-Romanian occupiers. According to YIU’s witness Nadezhda D., born in 1938, a large number of Jewish women and children from Lipcani were drowned by Germans in a water basin located near the mill. Another YIU witness, Pavel T., born in 1929, recalled that a group of local Jews was shot on the outskirts of the village. YIU’s team managed to locate the mass grave of the victims of that shooting. There is no memorial.",http://www.yahadmap.org/en/lipcani-briceni-moldova/village-1029
1030,colosova-former-german-colony-bergdorf-transnistria-moldova,Colosova (Former German colony Bergdorf),Moldova,47.201698,29.342300,Execution of Jews in Colosova,1 Killing site(s),Animal remains cemetery,No,1941-1944,At least 10,,"Anatoli I., born in 1934: “Before the war, there were mainly Germans and Moldovans living in Colosova, as well as several Russian and Jewish families. I remember a few Jewish families’ names: Schneider, Gorovich, Brik, Schuman and Fust. The latter was the director of a local school. They were all shot by the Germans in September 1941. The day of the execution, my mother and I were home making bread when we heard gunshots. My mother was crying and trying to cover the gunshots by making some noise (…) After the shooting, some clothes were distributed to the children at school. We didn’t know where they were from. I got a coat and my friend a pair of shoes. Later, he found a golden ring hidden in a shoe heel. That’s when we realized that those clothes belonged to the murdered Jews. After that, my mother burnt the coat (…)” (Witness N°206M, interviewed in Colosova, on March 15th 2015)","Colosova is a village in the Grigoropol district of the autoproclamed Transnistria, part of the Republic of Moldova which is is not controlled by its government. In the 19th century, the village was a German colony called Bergdorf and it was a part of Glückstal Colonies inhabited mainly by German farmers. The colony was founded by the Germans from Baden and Alsace, altogether with two other settlements: Neudorf [today Caramanova] and Glückstal [today Hlinaia]. A part of the Germans, there were Moldovans, Russians as well as several Jewish families living in the village. The Jews lived mainly off trade and handcraft. There was no synagogue neither a Jewish cemetery in Colosova. For the prayers they went into the city of Dubăsari located 30km east. There is no exact information on how many Jews lived in the village before the war. According to some sources there were several families only.","Colosova was part of the Soviet Moldovan Republic from June 1940 until July 26, 1941. In mid-August 1941, it was taken over by the German-Romanian troops. . According to the available German archives, t he occupier gathered Colosova Jews at the end of August or the beginning of September, 1941 and shot them at the site that used to be a cemetery for animals. During the investigation trip YIU’s team managed to interview Anatoli I., born in 1934 who witnessed several steps of this crime committed in Colosova on his prewar neighbors. Anatoli recalled that the Jews, at least ten men, women and children, were first gathered in two basements of a local house. From there, they were escorted in column to the execution site where they were shot by Germans with submachine guns and buried in a mass grave that remain unmarked until this day.",http://www.yahadmap.org/en/colosova-former-german-colony-bergdorf-transnistria-moldova/village-1030
1031,darb-nai-klaip-da-lithuania,Darbėnai,Lithuania,56.010681,21.145929,,3 Killing site(s),"Clay pits, forest",Yes,1941-1944,500,,"Antanas J., who followed the column of Jewish men: ""We wanted to know where the Jews were being taken. We didn’t know that they were being taken to be shot. /…/ They stopped on the road. There were some sand pits along the road as people dug sand there for stoves and plastering. The Jews were told to sit in those pits. There were clay pits near Palanga road, closer to the forest. That’s where the Jews were shot. They were taken in smaller groups. The rest of them sat and waited their turn. They could have escaped…"" (Eyewitness N°83, interviewed in Darbėnai, on October 12, 2014).","Darbėnai village and manor were first mentioned in 1591. The number of inhabitants grew steadily and a village with 24 Jewish families in 1764 had turned into a small town with over 1000 Jews by 1897. During the interwar period, many local Jews emigrated to Canada, the USA, South Africa and Palestine. Just before the Second World War, there were around 800 Jews in Darbėnai (about 80% of all residents). They were mostly traders and craftsmen. There was a synagogue, a Jewish meeting house, several schools, a Jewish library, a local Zionist and social democrats bureau, a theatre and sports clubs in Darbėnai.","As soon as the German army occupied Darbėnai on June 24, 1941, it was set on fire. The Jews were accused of causing the fire, abused, humiliated, used for forced labor and forced to wear Stars of David. A few days later, German officers gathered all the Jews and separated the men from the women and children. About 150 Jewish men were executed at the edge of the forest outside Darbėnai. Witness Antanas J. remembers that it was Sunday when he followed the column of Jewish men. The Jewish women and children were locked and guarded in the synagogue. Witness Ona M., who brought food for them, recalls that ""Jewish women went outside to work and sweep the streets. Others stayed inside."" They were kept there for several months and executed at two different sites in the forest near Darbėnai by Lithuanian white armbanders. The killings were exceptionally brutal as they used metal rods and wooden clubs, which were later found in the pit with the bodies, to kill the Jewish women and children. More than 500 Jews were executed near Darbėnai.",http://www.yahadmap.org/en/darb-nai-klaip-da-lithuania/village-1031
